"Code_UAI","Code_INSEE","Code_EPCI","Nom_EPCI","Nom_Ecole","Type_Patrimoine","Proprietaire_FFO_Forme","Proprietaire_FFO_Denomination","Commune","Surface_M2","Annee_Construction","Statut_DPE","Annee_DPE","Classe_DPE","Conso_Annuelle_kWh","Conso_Specifique_kWh_M2","Facture_Annuelle_Euros","Economie_Annuelle_Euros","Economie_Realiste_Euros","Economie_Plancher_66pct_Euros","Modele_Financement","CAPEX_Total","CAPEX_HT_Euros","Subventions_Etat_Euros","Subventions_Pessimiste_Euros","Subventions_Optimiste_Euros","Subventions_Fourchette_Label","CEE_Euros","Part_Fonds_Euros","Part_Fonds_Pessimiste_Euros","Part_Fonds_Optimiste_Euros","Pack_CAPEX_Total","Pack_Gain_Net_Pessimiste_Total","Financement_Statut","Statut_Projet_EPCI","Package_ID","Argumentaire_Loi_ELAN","Argumentaire_MGPE_PD","MGPE_Loyer_Lt_Euros","MGPE_Redevance_Ft_Euros","MGPE_Part_Services_St_Euros","MGPE_Duree_Contrat_Ans","Gain_Net_Contractuel_Euros","Gain_Net_Annuel_Mairie_Euros","Gain_Net_Pessimiste_Euros","Gain_Net_Optimiste_Euros","Gain_Net_Fourchette_Label","Gain_Net_Plancher_66pct_Euros","Fonds_ROI_Annees","Fonds_ROI_Pessimiste_Annees","Fonds_ROI_Optimiste_Annees","Fonds_ROI_Fourchette_Label","Taux_Subvention_Pessimiste_Pct","Taux_Eco_Realiste_Pessimiste_Pct","Ratio_PAC_W_M2","Alerte_Surdimensionnement","Alerte_Surdimensionnement_Note","Score_Eligibilite_Closing","Closing_Temperature","Alerte_Financement","Email_Mairie","Artisan_Nom","Artisan_Distance_KM","Artisan_Email","Artisan_Tranche_Effectif","Artisan_Effectif_Label","Artisan_Effectif_Min","Type_Travaux","Puissance_PAC_kW","Ouvriers_Requis","Duree_Estimee_Semaines","Periode_Ideale_Chantier","Latitude","Longitude"
"BDNB-bdnb-bg-61JL-ECDE-31XA","69096","200046977","200046977","archives","Mairie / Hôtel de ville","COM","COMMUNE DE GRIGNY-SUR-RHONE","Grigny-sur-Rhône","1141","1980","E (350 kWh/m²/an)","2014","E","399350","350","88616","39877","21932",,"fourchette","136920","114100","61614","61614","91280","61 614 € à 91 280 €","602","74704","74704","45038","9739200","248181","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200046977","En tant que propriétaire du groupe scolaire archives, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1141 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Grigny-sur-Rhône (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1141 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 11 383 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 61 614 € à 91 280 €. Gain net annuel mairie (fourchette) : 9 841 € à 21 686 €/an. ROI part fonds (fourchette) : 2.1 à 7.6 ans.","12091","8668","3423","12","27786","9841","9841","21686","9 841 € à 21 686 €/an","14228","7.6","7.6","2.1","2.1 à 7.6 ans","45","55","79.8","false",,"72","⚡ Tiède",,"accueil@mairie-grigny69.fr;accueil@grignysurrhone.fr","SOCIETE D'EQUIPEMENT DE CHAUFFAGE ET DE PLOMBERIE","1.4","courrier@secp.fr","12","20 à 49 salariés","20","Rénovation Moyenne","91","6","5","Été 2026 + Automne 2026","45.60758801566453","4.790645993296197"
"BDNB-bdnb-bg-RHZW-7G4X-P1LS","69127","200046977","200046977","bibliothÈque","Mairie / Hôtel de ville","COM","COMMUNE DE MARCY L ETOILE","Marcy-l'Étoile","3581","0","D (174 kWh/m²/an)","2021","D","623739","174.18","138408","62284","34256",,"fourchette","429720","358100","193374","193374","286480","193 374 € à 286 480 €","1891","234455","234455","141349","9739200","248181","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200046977","En tant que propriétaire du groupe scolaire bibliothÈque, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 3581 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Marcy-l'Étoile (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (3581 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 35 725 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 193 374 € à 286 480 €. Gain net annuel mairie (fourchette) : -3 691 € à 20 909 €/an. ROI part fonds (fourchette) : — à 6.8 ans.","37947","27204","10743","12","24337","-3691","-3691","20909","-3 691 € à 20 909 €/an","3160",,,"6.8","— à 6.8 ans","45","55","79.9","false",,"55","⚡ Tiède","Scénario pessimiste adaptatif : gain net mairie ≤ 0 (subv. 45 % TTC, éco réaliste 55 %, Ft 5.5 %)","accueil@marcyletoile.fr","INDUSTHERM","9.6","contact@industherm.fr","21","50 à 99 salariés","50","Rénovation Moyenne","286","24","4","Été 2026 + Automne 2026","45.781214976677795","4.705024983330228"
"BDNB-bdnb-bg-Z9YZ-1KR9-5UK1","69142","200046977","200046977","accueil de loisir sans hÉbergement","Bibliothèque","COM","COMMUNE DE LA MULATIERE","La Mulatière","4579","1981","G (220 kWh/m²/an)","2019","G","1007380","220","223538","100592","55326",,"fourchette","549480","457900","274740","274740","366320","274 740 € à 366 320 €","2418","272322","272322","180742","9739200","248181","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200046977","En tant que propriétaire du groupe scolaire accueil de loisir sans hÉbergement, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 4579 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour La Mulatière (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (4579 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 42 754 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 274 740 € à 366 320 €. Gain net annuel mairie (fourchette) : 9 992 € à 42 449 €/an. ROI part fonds (fourchette) : 4.3 à 27.3 ans.","45334","31597","13737","12","55258","9992","9992","42449","9 992 € à 42 449 €/an","21057","27.3","27.3","4.3","4.3 à 27.3 ans","50","55","79.9","false",,"79","🔥 Chaud",,"mairie@lamulatiere.fr","INDUSTHERM","3.7","contact@industherm.fr","21","50 à 99 salariés","50","Rénovation Moyenne","366","24","5","Été 2026 + Automne 2026","45.72787000848151","4.8061910618125845"
"BDNB-bdnb-bg-25JX-MEFQ-ZG9S","69156","200040574","200040574","bibliothÈque","Bibliothèque","COM","COMMUNE DE POMMIERS","Pommiers","1141","1800","D (230 kWh/m²/an)","2018","D","261951","229.58","58127","26157","18310",,"fourchette","205380","171150","133497","133497","136920","133 497 € à 136 920 €","986","70897","70897","67474","1748820","36163","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200040574","En tant que propriétaire du groupe scolaire bibliothÈque, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1141 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Pommiers (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1141 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 12 689 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 133 497 € à 136 920 €. Gain net annuel mairie (fourchette) : 4 949 € à 7 293 €/an. ROI part fonds (fourchette) : 9.3 à 14.3 ans.","13361","8226","5135","12","12796","4949","4949","7293","4 949 € à 7 293 €/an","3903","14.3","14.3","9.3","9.3 à 14.3 ans","65","70","79.8","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.8 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","63","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.8 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","contact@mairie-pommiers.fr","ENGIE HOME SERVICES","3.6","fabienne.merite@engie.com","12","20 à 49 salariés","20","Rénovation Lourde","91","6","8","Été 2026 + Automne 2026","45.9545529741976","4.6928660370175255"
"BDNB-bdnb-bg-XWQR-WRN2-2JEU","69241","246900740","246900740","160 Rue de la Mairie 69440 Taluyers","Mairie / Hôtel de ville","COM","COMMUNE DE TALUYERS","Taluyers","1024","1800","G (220 kWh/m²/an)","2021","G","225280","220","49990","22496","15747",,"fourchette","184320","153600","122880","122880","122880","122 880 € à 122 880 €","885","60555","60555","60555","551400","16000","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-246900740","En tant que propriétaire du groupe scolaire 160 Rue de la Mairie 69440 Taluyers, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1024 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Taluyers (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1024 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 11 060 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 122 880 € à 122 880 €. Gain net annuel mairie (fourchette) : 4 113 € à 5 812 €/an. ROI part fonds (fourchette) : 10.4 à 14.7 ans.","11634","7026","4608","12","10862","4113","4113","5812","4 113 € à 5 812 €/an","3213","14.7","14.7","10.4","10.4 à 14.7 ans","66.7","70","80.1","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","74","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie@taluyers.com","ENGIE HOME SERVICES","4.6","fabienne.merite@engie.com","12","20 à 49 salariés","20","Rénovation Lourde","82","6","7","Été 2026 + Automne 2026","45.64061201792051","4.719563012119755"
"BDNB-bdnb-bg-FLPQ-YFSE-3DLU","69248","200040566","200040566","accueil de loisir sans hÉbergement","Centre / Accueil de loisirs","COM","COMMUNE DE THIZY LES BOURGS","Thizy-les-Bourgs","1054","1869","E (329 kWh/m²/an)","2018","E","346766","329","76947","34626","24238",,"fourchette","189720","158100","85374","85374","126480","85 374 € à 126 480 €","911","103435","103435","62329","894780","11736","PACK_FINANÇABLE_EPCI","SOUS_SEUIL_A_CREUSER","EPCI-200040566","En tant que propriétaire du groupe scolaire accueil de loisir sans hÉbergement, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1054 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Thizy-les-Bourgs (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1054 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 15 764 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 85 374 € à 126 480 €. Gain net annuel mairie (fourchette) : 7 494 € à 14 586 €/an. ROI part fonds (fourchette) : 4.3 à 13.8 ans.","16744","12001","4743","12","17882","7494","7494","14586","7 494 € à 14 586 €/an","6109","13.8","13.8","4.3","4.3 à 13.8 ans","45","70","79.7","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.7 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","69","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.7 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","contact@thizylesbourgs.fr","ETS LEPINE FRERES ET FILS","8.1","comptabilite@lepinesas.fr","11","10 à 19 salariés","10","Rénovation Lourde","84","6","8","Été 2026 + Automne 2026","46.03297700799261","4.30951898219907"
"BDNB-bdnb-bg-3BQ4-4L4G-6K7T","69250","200046977","200046977","1 Allée de la Mairie 69890 La Tour-de-Salvagny","Mairie / Hôtel de ville","COM","COMMUNE DE LA TOUR DE SALVAGNY","La Tour-de-Salvagny","1614","1925","E (343 kWh/m²/an)","2017","E","553602","343","122844","55280","38696",,"fourchette","290520","242100","130734","130734","193680","130 734 € à 193 680 €","1394","158392","158392","95446","9739200","248181","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200046977","En tant que propriétaire du groupe scolaire 1 Allée de la Mairie 69890 La Tour-de-Salvagny, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1614 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour La Tour-de-Salvagny (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1614 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 24 140 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 130 734 € à 193 680 €. Gain net annuel mairie (fourchette) : 13 055 € à 24 027 €/an. ROI part fonds (fourchette) : 4 à 12.1 ans.","25641","18378","7263","12","29639","13055","13055","24027","13 055 € à 24 027 €/an","10844","12.1","12.1","4","4 à 12.1 ans","45","70","79.9","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","77","🔥 Chaud","PAC surdimensionnée pour bâtiment isolé (ITE) : 79.9 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","mairie.latour@salvagny.org","ISOWATT","4.5","benjamin.martineau@isowatt.fr","12","20 à 49 salariés","20","Rénovation Lourde","129","6","12","Été 2026 + Automne 2026","45.814078966966896","4.714762944277598"
"BDNB-bdnb-bg-6TZ9-S5GB-D3EU","69288","246900575","246900575","École maternelle","Centre / Accueil de loisirs","COM","COMMUNE DE SAINT LAURENT DE MURE","Saint-Laurent-de-Mure","1547","1985","D (289 kWh/m²/an)","2017","D","446805","288.82","99146","44616","24539",,"fourchette","185640","154700","83538","83538","123760","83 538 € à 123 760 €","817","101285","101285","61063","4514460","121239","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-246900575","En tant que propriétaire du groupe scolaire École maternelle, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1547 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Saint-Laurent-de-Mure (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1547 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 15 433 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 83 538 € à 123 760 €. Gain net annuel mairie (fourchette) : 8 146 € à 22 315 €/an. ROI part fonds (fourchette) : 2.7 à 12.4 ans.","16393","11752","4641","12","28223","8146","8146","22315","8 146 € à 22 315 €/an","13054","12.4","12.4","2.7","2.7 à 12.4 ans","45","55","80.2","false",,"66","⚡ Tiède",,"stlaurent.municipal@saintlaurentdemure.org","WAT'ISO","2.6","contact@watiso.fr","12","20 à 49 salariés","20","Rénovation Moyenne","124","6","7","Été 2026 + Automne 2026","45.68480298691879","5.045489997863009"
"BDNB-bdnb-bg-YU3D-FG1M-RLMV","69292","200046977","200046977","mairie","Mairie / Hôtel de ville","COM","COMMUNE DE SATHONAY CAMP","Sathonay-Camp","1286","1935","D (265 kWh/m²/an)","2020","D","340597","264.85","75578","34010","23807",,"fourchette","231480","192900","104166","104166","154320","104 166 € à 154 320 €","1111","126203","126203","76049","9739200","248181","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-200046977","En tant que propriétaire du groupe scolaire mairie, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 1286 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Sathonay-Camp (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (1286 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 19 234 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 104 166 € à 154 320 €. Gain net annuel mairie (fourchette) : 3 377 € à 11 618 €/an. ROI part fonds (fourchette) : 6.5 à 37.4 ans.","20430","14643","5787","12","13580","3377","3377","11618","3 377 € à 11 618 €/an","2017","37.4","37.4","6.5","6.5 à 37.4 ans","45","70","80.1","true","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","61","⚡ Tiède","PAC surdimensionnée pour bâtiment isolé (ITE) : 80.1 W/m² > 60 W/m² — revoir la note de dimensionnement CVC et le débit nominal","guichet-unique@ville-sathonaycamp.fr","SETIM","3.5","s.generaux@setim.pro","12","20 à 49 salariés","20","Rénovation Lourde","103","6","9","Été 2026 + Automne 2026","45.824719009470336","4.875468002258871"
"BDNB-bdnb-bg-B42E-GT3U-8HHW","69298","246900575","246900575","sage-femme","Mairie / Hôtel de ville","COM","COMMUNE DE TOUSSIEU","Toussieu","2499","0","F (220 kWh/m²/an)","2026","F","549780","220","121996","54898","30194",,"fourchette","299880","249900","199920","199920","199920","199 920 € à 199 920 €","1319","98641","98641","98641","4514460","121239","PACK_FINANÇABLE_EPCI","PROJET_GLOBAL_VALIDE","EPCI-246900575","En tant que propriétaire du groupe scolaire sage-femme, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 2499 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Toussieu (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (2499 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 18 007 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 199 920 € à 199 920 €. Gain net annuel mairie (fourchette) : 11 252 € à 23 167 €/an. ROI part fonds (fourchette) : 4.3 à 8.8 ans.","18942","11445","7497","12","35956","11252","11252","23167","11 252 € à 23 167 €/an","17291","8.8","8.8","4.3","4.3 à 8.8 ans","66.7","55","80","false",,"78","🔥 Chaud",,"mairie@mairie-toussieu.fr","MERLIN ETUDE DEVELOPPEMENT THERMIQUE","9.6","f.gautier@merlin-vergnaud.fr","21","50 à 99 salariés","50","Rénovation Moyenne","200","12","6","Été 2026 + Automne 2026","45.65421998453902","4.985860982393553"
"BDNB-bdnb-bg-JR11-XZ4E-2K4G","69299","246900575","246900575","accueil de loisir sans hÉbergement","Centre / Accueil de loisirs","COM","COMMUNE DE COLOMBIER SAUGNIEU","Colombier-Saugnieu","7068","1980","G (220 kWh/m²/an)","2021","G","1554960","220","345046","155271","85399",,"fourchette","848160","706800","565440","565440","565440","565 440 € à 565 440 €","3732","278988","278988","278988","4514460","121239","FINANÇABLE_SOLO","PROJET_GLOBAL_VALIDE","SOLO","En tant que propriétaire du groupe scolaire accueil de loisir sans hÉbergement, votre collectivité est soumise aux obligations de l'article L. 111-10-3 du Code de la construction et de l'habitation (loi ELAN) et au Décret Tertiaire (objectif −40 % en 2030 pour les bâtiments ≥ 1 000 m²). Sans action d'ici 2030, le bâtiment de 7068 m² s'expose aux sanctions administratives et au dispositif de « Name & Shame ». Le montage MGPE-PD (Loi 2023-222) permet un paiement différé lissé sur la performance réelle, compatible avec DETR, DSIL et Fonds Vert ÉduRénov.","Pour Colombier-Saugnieu (69), le montage MGPE-PD (Loi n° 2023-222 du 30 mars 2023 / Décret n° 2023-913 du 3 octobre 2023) permet de lancer la rénovation de 1 école (7068 m²) sans immobiliser la capacité d'autofinancement : le tiers-financeur porte le CAPEX hors subventions, remboursé par un loyer lissé sur 12 ans (ordre de grandeur 50 931 €/an). Objectif GPE : −45 % d'énergie finale (compatible DETR ≥ 30 % et Fonds Vert ≥ 40 %). La maîtrise d'ouvrage reste publique ; le contrat intègre PMRV (IPMVP), pénalités de sous-performance et réversibilité des équipements. Subventions attendues (fourchette) : 565 440 € à 565 440 €. Gain net annuel mairie (fourchette) : 31 824 € à 65 522 €/an. ROI part fonds (fourchette) : 4.3 à 8.8 ans.","53575","32371","21204","12","101696","31824","31824","65522","31 824 € à 65 522 €/an","48904","8.8","8.8","4.3","4.3 à 8.8 ans","66.7","55","79.9","false",,"92","🔥 Chaud",,"mairie@mairie-colombiersaugnieu.fr","MERLIN ETUDE DEVELOPPEMENT THERMIQUE","15.4","f.gautier@merlin-vergnaud.fr","21","50 à 99 salariés","50","Rénovation Moyenne","565","24","8","Été 2026 + Automne 2026","45.71558996722065","5.127177936057012"
